timestamp,Robin_lodging_Dorthy,Robin_education_Zenia,Robin_office_Dina,Robin_education_Derick,Robin_education_Della,Robin_office_Sammie,Robin_office_Gayle,Robin_lodging_Phillip,Robin_lodging_Elmer
2016-03-16 23:00:00,38.9,142.2721,34.2212,499.0,0.7492,87.8658,53.4666,70.2,123.9
2016-03-17 00:00:00,32.9,142.2721,34.2212,474.0,0.7492,87.8658,53.4666,63.9,112.5
2016-03-17 01:00:00,27.9,142.2721,34.2212,456.0,0.7492,87.8658,53.4666,62.6,98.0
2016-03-17 02:00:00,20.4,142.2721,34.2212,459.0,0.7492,87.8658,53.4666,57.3,87.0
2016-03-17 03:00:00,18.3,142.2721,34.2212,473.0,0.7492,87.8658,53.4666,56.2,86.5
2016-03-17 04:00:00,16.3,142.2721,34.2212,443.5,0.7492,87.8658,53.4666,51.6,81.5
2016-03-17 05:00:00,16.0,142.2721,34.2212,487.0,0.7492,87.8658,53.4666,49.6,72.8
2016-03-17 06:00:00,16.9,142.2721,34.2212,474.0,0.7492,87.8658,53.4666,49.4,84.7
2016-03-17 07:00:00,21.6,142.2721,34.2212,468.5,0.7492,87.8658,53.4666,49.8,107.5
2016-03-17 08:00:00,28.8,142.2721,34.2212,517.0,0.7492,87.8658,53.4666,54.3,129.9
2016-03-17 09:00:00,32.8,142.2721,34.2212,580.5,0.7492,87.8658,53.4666,61.8,125.8
2016-03-17 10:00:00,31.4,142.2721,34.2212,630.5,0.7492,87.8658,53.4666,62.7,122.1
2016-03-17 11:00:00,29.2,142.2721,34.2212,661.0,0.7492,87.8658,53.4666,62.8,117.1
2016-03-17 12:00:00,29.1,142.2721,34.2212,664.5,0.7492,87.8658,53.4666,67.4,107.1
2016-03-17 13:00:00,28.1,142.2721,34.2212,617.5,0.7492,87.8658,53.4666,77.3,106.7
2016-03-17 14:00:00,24.5,142.2721,34.2212,639.0,0.7492,87.8658,53.4666,69.2,106.9
2016-03-17 15:00:00,22.6,142.2721,34.2212,619.5,0.7492,87.8658,53.4666,61.7,112.3
2016-03-17 16:00:00,22.3,142.2721,34.2212,607.0,0.7492,87.8658,53.4666,64.8,117.7
2016-03-17 17:00:00,22.7,142.2721,34.2212,590.5,0.7492,87.8658,53.4666,65.1,133.9
2016-03-17 18:00:00,36.4,142.2721,34.2212,578.0,0.7492,87.8658,53.4666,65.2,134.0
2016-03-17 19:00:00,42.1,142.2721,34.2212,565.0,0.7492,87.8658,53.4666,70.2,135.6
2016-03-17 20:00:00,43.5,142.2721,34.2212,541.0,0.7492,87.8658,53.4666,76.1,134.1
2016-03-17 21:00:00,43.2,142.2721,34.2212,552.0,0.7492,87.8658,53.4666,83.8,138.2
2016-03-17 22:00:00,42.8,142.2721,34.2212,527.5,0.7492,87.8658,53.4666,80.6,119.9
2016-03-17 23:00:00,37.6,142.2721,34.2212,504.5,0.7492,87.8658,53.4666,67.8,127.0
2016-03-18 00:00:00,34.6,142.2721,34.2212,474.5,0.7492,87.8658,53.4666,63.7,100.8
2016-03-18 01:00:00,25.3,142.2721,34.2212,475.0,0.7492,87.8658,53.4666,62.5,95.1
2016-03-18 02:00:00,19.9,142.2721,34.2212,479.0,0.7492,87.8658,53.4666,57.7,83.3
2016-03-18 03:00:00,18.2,142.2721,34.2212,491.0,0.7492,87.8658,53.4666,53.6,81.5
2016-03-18 04:00:00,17.1,142.2721,34.2212,485.0,0.7492,87.8658,53.4666,52.1,75.5
2016-03-18 05:00:00,17.5,142.2721,34.2212,476.5,0.7492,87.8658,53.4666,51.5,73.6
2016-03-18 06:00:00,17.4,142.2721,34.2212,486.0,0.7492,87.8658,53.4666,49.3,81.0
2016-03-18 07:00:00,22.5,142.2721,34.2212,486.5,0.7492,87.8658,53.4666,49.1,110.4
2016-03-18 08:00:00,30.0,142.2721,34.2212,529.5,0.7492,87.8658,53.4666,53.9,121.9
2016-03-18 09:00:00,34.9,142.2721,34.2212,598.5,0.7492,87.8658,53.4666,61.5,125.0
2016-03-18 10:00:00,30.8,142.2721,34.2212,626.5,0.7492,87.8658,53.4666,66.7,113.0
2016-03-18 11:00:00,32.3,142.2721,34.2212,650.0,0.7492,87.8658,53.4666,70.5,113.6
2016-03-18 12:00:00,36.2,142.2721,34.2212,673.5,0.7492,87.8658,53.4666,69.1,114.6
2016-03-18 13:00:00,35.5,142.2721,34.2212,666.0,0.7492,87.8658,53.4666,73.3,124.2
2016-03-18 14:00:00,32.4,142.2721,34.2212,677.5,0.7492,87.8658,53.4666,72.2,120.3
2016-03-18 15:00:00,27.9,142.2721,34.2212,677.0,0.7492,87.8658,53.4666,74.8,115.7
2016-03-18 16:00:00,29.0,142.2721,34.2212,652.0,0.7492,87.8658,53.4666,74.4,129.7
2016-03-18 17:00:00,30.0,142.2721,34.2212,613.5,0.7492,87.8658,53.4666,71.6,146.2
2016-03-18 18:00:00,36.1,142.2721,34.2212,578.0,0.7492,87.8658,53.4666,71.2,159.5
2016-03-18 19:00:00,45.1,142.2721,34.2212,556.0,0.7492,87.8658,53.4666,73.6,156.6
2016-03-18 20:00:00,49.1,142.2721,34.2212,554.5,0.7492,87.8658,53.4666,75.6,156.7
2016-03-18 21:00:00,40.2,142.2721,34.2212,500.0,0.7492,87.8658,53.4666,79.4,140.2
2016-03-18 22:00:00,35.6,142.2721,34.2212,524.0,0.7492,87.8658,53.4666,76.6,128.0
2016-03-18 23:00:00,37.6,142.2721,34.2212,497.0,0.7492,87.8658,53.4666,68.3,124.3
2016-03-19 00:00:00,33.3,142.2721,34.2212,459.0,0.7492,87.8658,53.4666,61.9,105.2
2016-03-19 01:00:00,25.3,142.2721,34.2212,469.0,0.7492,87.8658,53.4666,59.5,103.2
2016-03-19 02:00:00,21.3,142.2721,34.2212,436.5,0.7492,87.8658,53.4666,61.0,88.9
2016-03-19 03:00:00,18.3,142.2721,34.2212,481.0,0.7492,87.8658,53.4666,60.1,82.9
2016-03-19 04:00:00,17.0,142.2721,34.2212,477.0,0.7492,87.8658,53.4666,55.0,84.5
2016-03-19 05:00:00,15.6,142.2721,34.2212,483.0,0.7492,87.8658,53.4666,52.6,76.0
2016-03-19 06:00:00,16.0,142.2721,34.2212,479.0,0.7492,87.8658,53.4666,51.7,72.6
2016-03-19 07:00:00,17.4,142.2721,34.2212,480.5,0.7492,87.8658,53.4666,51.9,75.7
2016-03-19 08:00:00,23.2,142.2721,34.2212,448.0,0.7492,87.8658,53.4666,52.0,77.1
2016-03-19 09:00:00,26.0,142.2721,34.2212,495.5,0.7492,87.8658,53.4666,54.4,89.9
2016-03-19 10:00:00,31.7,142.2721,34.2212,500.0,0.7492,87.8658,53.4666,57.8,94.4
2016-03-19 11:00:00,31.2,142.2721,34.2212,512.5,0.7492,87.8658,53.4666,61.1,98.8
2016-03-19 12:00:00,34.2,142.2721,34.2212,510.0,0.7492,87.8658,53.4666,61.1,112.8
2016-03-19 13:00:00,43.3,142.2721,34.2212,521.0,0.7492,87.8658,53.4666,63.8,126.7
2016-03-19 14:00:00,45.8,142.2721,34.2212,528.5,0.7492,87.8658,53.4666,69.9,117.0
2016-03-19 15:00:00,36.9,142.2721,34.2212,533.0,0.7492,87.8658,53.4666,68.8,108.3
2016-03-19 16:00:00,32.9,142.2721,34.2212,531.5,0.7492,87.8658,53.4666,65.7,109.2
2016-03-19 17:00:00,34.5,142.2721,34.2212,530.5,0.7492,87.8658,53.4666,72.5,116.9
2016-03-19 18:00:00,38.5,142.2721,34.2212,531.5,0.7492,87.8658,53.4666,76.1,130.0
2016-03-19 19:00:00,48.1,142.2721,34.2212,533.0,0.7492,87.8658,53.4666,83.0,149.0
2016-03-19 20:00:00,40.8,142.2721,34.2212,495.0,0.7492,87.8658,53.4666,75.2,156.8
2016-03-19 21:00:00,39.2,142.2721,34.2212,519.5,0.7492,87.8658,53.4666,72.8,144.7
2016-03-19 22:00:00,38.2,142.2721,34.2212,487.0,0.7492,87.8658,53.4666,68.7,133.1
2016-03-19 23:00:00,36.5,142.2721,34.2212,457.5,0.7492,87.8658,53.4666,65.2,126.0
2016-03-20 00:00:00,34.4,142.2721,34.2212,437.0,0.7492,87.8658,53.4666,66.8,109.6
2016-03-20 01:00:00,27.4,142.2721,34.2212,460.0,0.7492,87.8658,53.4666,62.1,94.4
2016-03-20 02:00:00,21.7,142.2721,34.2212,432.0,0.7492,87.8658,53.4666,58.6,91.6
2016-03-20 03:00:00,20.2,142.2721,34.2212,461.0,0.7492,87.8658,53.4666,56.0,80.0
2016-03-20 04:00:00,17.2,142.2721,34.2212,462.5,0.7492,87.8658,53.4666,54.1,79.1
2016-03-20 05:00:00,15.9,142.2721,34.2212,470.0,0.7492,87.8658,53.4666,52.3,78.4
2016-03-20 06:00:00,17.0,142.2721,34.2212,450.0,0.7492,87.8658,53.4666,51.9,72.9
2016-03-20 07:00:00,17.8,142.2721,34.2212,469.0,0.7492,87.8658,53.4666,51.2,74.4
2016-03-20 08:00:00,20.3,142.2721,34.2212,449.0,0.7492,87.8658,53.4666,51.8,84.1
2016-03-20 09:00:00,27.6,142.2721,34.2212,481.5,0.7492,87.8658,53.4666,54.5,91.6
2016-03-20 10:00:00,33.2,142.2721,34.2212,480.5,0.7492,87.8658,53.4666,57.0,104.1
2016-03-20 11:00:00,34.5,142.2721,34.2212,477.5,0.7492,87.8658,53.4666,57.0,102.7
2016-03-20 12:00:00,37.9,142.2721,34.2212,508.5,0.7492,87.8658,53.4666,59.8,114.1
2016-03-20 13:00:00,43.0,142.2721,34.2212,476.0,0.7492,87.8658,53.4666,63.7,121.3
2016-03-20 14:00:00,40.8,142.2721,34.2212,528.5,0.7492,87.8658,53.4666,64.4,122.4
2016-03-20 15:00:00,38.8,142.2721,34.2212,520.5,0.7492,87.8658,53.4666,68.2,109.3
2016-03-20 16:00:00,35.2,142.2721,34.2212,528.0,0.7492,87.8658,53.4666,74.4,108.5
2016-03-20 17:00:00,33.8,142.2721,34.2212,527.5,0.7492,87.8658,53.4666,67.9,122.6
2016-03-20 18:00:00,42.0,142.2721,34.2212,517.0,0.7492,87.8658,53.4666,71.9,130.7
2016-03-20 19:00:00,51.8,142.2721,34.2212,510.5,0.7492,87.8658,53.4666,76.7,138.2
2016-03-20 20:00:00,52.4,142.2721,34.2212,504.5,0.7492,87.8658,53.4666,77.9,134.8
2016-03-20 21:00:00,42.1,142.2721,34.2212,484.0,0.7492,87.8658,53.4666,78.2,135.1
2016-03-20 22:00:00,39.0,142.2721,34.2212,473.0,0.7492,87.8658,53.4666,78.1,133.9
2016-03-20 23:00:00,40.6,142.2721,34.2212,439.5,0.7492,87.8658,53.4666,73.9,127.2
2016-03-21 00:00:00,33.9,142.2721,34.2212,429.5,0.7492,87.8658,53.4666,67.2,114.8
2016-03-21 01:00:00,27.2,142.2721,34.2212,386.5,0.7492,87.8658,53.4666,61.9,108.9
2016-03-21 02:00:00,22.6,142.2721,34.2212,390.0,0.7492,87.8658,53.4666,55.9,91.3
2016-03-21 03:00:00,19.1,142.2721,34.2212,388.0,0.7492,87.8658,53.4666,54.1,80.5
2016-03-21 04:00:00,18.0,142.2721,34.2212,401.0,0.7492,87.8658,53.4666,52.5,73.6
2016-03-21 05:00:00,16.8,142.2721,34.2212,405.0,0.7492,87.8658,53.4666,51.2,71.5
2016-03-21 06:00:00,17.2,142.2721,34.2212,414.0,0.7492,87.8658,53.4666,50.1,81.1
2016-03-21 07:00:00,24.4,142.2721,34.2212,437.0,0.7492,87.8658,53.4666,53.8,112.8
2016-03-21 08:00:00,27.9,142.2721,34.2212,467.5,0.7492,87.8658,53.4666,58.5,119.8
2016-03-21 09:00:00,27.7,142.2721,34.2212,550.5,0.7492,87.8658,53.4666,66.1,117.8
2016-03-21 10:00:00,27.4,142.2721,34.2212,680.5,0.7492,87.8658,53.4666,66.2,114.1
2016-03-21 11:00:00,27.9,142.2721,34.2212,648.5,0.7492,87.8658,53.4666,68.3,108.7
2016-03-21 12:00:00,29.9,142.2721,34.2212,654.0,0.7492,87.8658,53.4666,68.3,114.0
2016-03-21 13:00:00,37.0,142.2721,34.2212,658.0,0.7492,87.8658,53.4666,77.6,116.3
2016-03-21 14:00:00,34.2,142.2721,34.2212,672.5,0.7492,87.8658,53.4666,72.3,114.9
2016-03-21 15:00:00,30.5,142.2721,34.2212,659.5,0.7492,87.8658,53.4666,69.5,126.1
2016-03-21 16:00:00,27.6,142.2721,34.2212,647.0,0.7492,87.8658,53.4666,67.0,139.2
2016-03-21 17:00:00,31.5,142.2721,34.2212,617.0,0.7492,87.8658,53.4666,69.1,155.1
2016-03-21 18:00:00,40.9,142.2721,34.2212,595.5,0.7492,87.8658,53.4666,67.1,181.4
2016-03-21 19:00:00,46.1,142.2721,34.2212,560.5,0.7492,87.8658,53.4666,78.3,159.0
2016-03-21 20:00:00,44.8,142.2721,34.2212,559.5,0.7492,87.8658,53.4666,76.8,135.7
2016-03-21 21:00:00,42.2,142.2721,34.2212,557.5,0.7492,87.8658,53.4666,78.2,134.8
2016-03-21 22:00:00,38.7,142.2721,34.2212,523.5,0.7492,87.8658,53.4666,80.0,130.7
2016-03-21 23:00:00,35.0,142.2721,34.2212,505.5,0.7492,87.8658,53.4666,77.4,126.9
2016-03-22 00:00:00,31.5,142.2721,34.2212,481.5,0.7492,87.8658,53.4666,68.3,113.3
2016-03-22 01:00:00,24.4,142.2721,34.2212,483.0,0.7492,87.8658,53.4666,60.2,97.9
2016-03-22 02:00:00,18.8,142.2721,34.2212,472.0,0.7492,87.8658,53.4666,55.4,86.9
2016-03-22 03:00:00,17.7,142.2721,34.2212,468.5,0.7492,87.8658,53.4666,54.2,82.0
2016-03-22 04:00:00,16.5,142.2721,34.2212,480.5,0.7492,87.8658,53.4666,51.6,77.0
2016-03-22 05:00:00,16.2,142.2721,34.2212,484.5,0.7492,87.8658,53.4666,50.0,75.6
2016-03-22 06:00:00,18.1,142.2721,34.2212,484.0,0.7492,87.8658,53.4666,48.9,83.0
2016-03-22 07:00:00,19.1,142.2721,34.2212,496.5,0.7492,87.8658,53.4666,49.3,107.1
2016-03-22 08:00:00,31.3,142.2721,34.2212,534.5,0.7492,87.8658,53.4666,56.5,119.4
2016-03-22 09:00:00,33.5,142.2721,34.2212,592.5,0.7492,87.8658,53.4666,62.4,121.5
2016-03-22 10:00:00,31.2,142.2721,34.2212,634.5,0.7492,87.8658,53.4666,60.9,117.7
2016-03-22 11:00:00,30.7,142.2721,34.2212,653.0,0.7492,87.8658,53.4666,64.6,110.5
2016-03-22 12:00:00,32.7,142.2721,34.2212,662.0,0.7492,87.8658,53.4666,64.3,112.0
2016-03-22 13:00:00,36.9,142.2721,34.2212,634.0,0.7492,87.8658,53.4666,71.9,105.0
2016-03-22 14:00:00,29.0,142.2721,34.2212,661.0,0.7492,87.8658,53.4666,63.6,102.9
2016-03-22 15:00:00,25.6,142.2721,34.2212,647.5,0.7492,87.8658,53.4666,68.6,104.4
2016-03-22 16:00:00,23.9,142.2721,34.2212,643.0,0.7492,87.8658,53.4666,64.4,116.6
2016-03-22 17:00:00,26.8,142.2721,34.2212,594.0,0.7492,87.8658,53.4666,62.4,136.5
2016-03-22 18:00:00,31.9,142.2721,34.2212,546.0,0.7492,87.8658,53.4666,66.4,150.6
2016-03-22 19:00:00,41.4,142.2721,34.2212,575.0,0.7492,87.8658,53.4666,77.0,147.9
2016-03-22 20:00:00,44.8,142.2721,34.2212,555.5,0.7492,87.8658,53.4666,79.0,137.3
2016-03-22 21:00:00,39.8,142.2721,34.2212,540.5,0.7492,87.8658,53.4666,81.3,136.6
2016-03-22 22:00:00,37.8,142.2721,34.2212,523.0,0.7492,87.8658,53.4666,74.3,112.5
2016-03-22 23:00:00,38.5,142.2721,34.2212,506.5,0.7492,87.8658,53.4666,65.9,117.6
2016-03-23 00:00:00,33.2,142.2721,34.2212,434.0,0.7492,87.8658,53.4666,67.3,118.7
2016-03-23 01:00:00,27.6,142.2721,34.2212,491.5,0.7492,87.8658,53.4666,66.0,104.2
2016-03-23 02:00:00,22.3,142.2721,34.2212,487.5,0.7492,87.8658,53.4666,58.2,87.9
2016-03-23 03:00:00,19.1,142.2721,34.2212,483.0,0.7492,87.8658,53.4666,54.2,79.7
2016-03-23 04:00:00,16.6,142.2721,34.2212,491.5,0.7492,87.8658,53.4666,52.9,73.8
2016-03-23 05:00:00,16.6,142.2721,34.2212,494.5,0.7492,87.8658,53.4666,49.3,68.7
2016-03-23 06:00:00,16.2,142.2721,34.2212,498.0,0.7492,87.8658,53.4666,49.0,76.3
2016-03-23 07:00:00,22.3,142.2721,34.2212,509.0,0.7492,87.8658,53.4666,48.7,99.3
2016-03-23 08:00:00,30.0,142.2721,34.2212,535.0,0.7492,87.8658,53.4666,54.8,111.8
2016-03-23 09:00:00,30.5,142.2721,34.2212,593.0,0.7492,87.8658,53.4666,67.2,127.1
2016-03-23 10:00:00,30.0,142.2721,34.2212,635.0,0.7492,87.8658,53.4666,64.3,117.8
2016-03-23 11:00:00,32.1,142.2721,34.2212,654.0,0.7492,87.8658,53.4666,64.4,112.7
2016-03-23 12:00:00,31.6,142.2721,34.2212,665.5,0.7492,87.8658,53.4666,66.7,114.4
2016-03-23 13:00:00,36.4,142.2721,34.2212,662.5,0.7492,87.8658,53.4666,73.6,117.2
2016-03-23 14:00:00,30.7,142.2721,34.2212,663.5,0.7492,87.8658,53.4666,78.7,115.1
2016-03-23 15:00:00,28.2,142.2721,34.2212,666.0,0.7492,87.8658,53.4666,70.7,112.6
2016-03-23 16:00:00,28.9,142.2721,34.2212,655.0,0.7492,87.8658,53.4666,74.5,128.6
2016-03-23 17:00:00,32.9,142.2721,34.2212,607.5,0.7492,87.8658,53.4666,74.4,145.0
2016-03-23 18:00:00,36.8,142.2721,34.2212,580.0,0.7492,87.8658,53.4666,69.9,155.5
2016-03-23 19:00:00,44.3,142.2721,34.2212,575.5,0.7492,87.8658,53.4666,75.3,152.3
2016-03-23 20:00:00,41.6,142.2721,34.2212,564.0,0.7492,87.8658,53.4666,79.3,137.8
2016-03-23 21:00:00,37.9,142.2721,34.2212,530.5,0.7492,87.8658,53.4666,76.4,131.8
2016-03-23 22:00:00,43.2,142.2721,34.2212,513.5,0.7492,87.8658,53.4666,74.9,125.3
2016-03-23 23:00:00,38.4,142.2721,34.2212,499.0,0.7492,87.8658,53.4666,68.7,123.6
2016-03-24 00:00:00,33.0,142.2721,34.2212,489.0,0.7492,87.8658,53.4666,61.5,113.8
2016-03-24 01:00:00,28.2,142.2721,34.2212,491.0,0.7492,87.8658,53.4666,62.4,102.9
2016-03-24 02:00:00,21.8,142.2721,34.2212,491.5,0.7492,87.8658,53.4666,60.7,98.8
2016-03-24 03:00:00,20.1,142.2721,34.2212,485.0,0.7492,87.8658,53.4666,59.8,84.6
2016-03-24 04:00:00,17.9,142.2721,34.2212,494.0,0.7492,87.8658,53.4666,54.1,77.9
2016-03-24 05:00:00,16.7,142.2721,34.2212,497.0,0.7492,87.8658,53.4666,49.8,71.3
2016-03-24 06:00:00,19.4,142.2721,34.2212,496.5,0.7492,87.8658,53.4666,48.0,83.1
2016-03-24 07:00:00,19.7,142.2721,34.2212,511.0,0.7492,87.8658,53.4666,48.4,98.7
2016-03-24 08:00:00,27.5,142.2721,34.2212,529.5,0.7492,87.8658,53.4666,52.9,113.8
2016-03-24 09:00:00,30.6,142.2721,34.2212,593.0,0.7492,87.8658,53.4666,63.4,112.0
2016-03-24 10:00:00,32.4,142.2721,34.2212,633.5,0.7492,87.8658,53.4666,66.4,107.4
2016-03-24 11:00:00,29.2,142.2721,34.2212,658.5,0.7492,87.8658,53.4666,72.1,106.4
2016-03-24 12:00:00,33.1,142.2721,34.2212,665.0,0.7492,87.8658,53.4666,68.5,122.2
2016-03-24 13:00:00,33.3,142.2721,34.2212,662.5,0.7492,87.8658,53.4666,77.8,112.0
2016-03-24 14:00:00,29.4,142.2721,34.2212,661.5,0.7492,87.8658,53.4666,77.0,110.2
2016-03-24 15:00:00,23.6,142.2721,34.2212,630.0,0.7492,87.8658,53.4666,66.4,118.0
2016-03-24 16:00:00,27.1,142.2721,34.2212,593.5,0.7492,87.8658,53.4666,67.5,125.2
2016-03-24 17:00:00,30.4,142.2721,34.2212,570.5,0.7492,87.8658,53.4666,68.9,129.6
2016-03-24 18:00:00,36.6,142.2721,34.2212,550.0,0.7492,87.8658,53.4666,71.8,135.1
2016-03-24 19:00:00,42.3,142.2721,34.2212,523.5,0.7492,87.8658,53.4666,70.2,151.8
2016-03-24 20:00:00,43.6,142.2721,34.2212,536.0,0.7492,87.8658,53.4666,76.9,127.9
2016-03-24 21:00:00,38.5,142.2721,34.2212,516.5,0.7492,87.8658,53.4666,75.7,119.7
2016-03-24 22:00:00,39.4,142.2721,34.2212,496.5,0.7492,87.8658,53.4666,70.5,110.4
2016-03-24 23:00:00,36.6,142.2721,34.2212,481.0,0.7492,87.8658,53.4666,63.3,111.4
2016-03-25 00:00:00,31.7,142.2721,34.2212,467.5,0.7492,87.8658,53.4666,58.6,103.0
2016-03-25 01:00:00,28.6,142.2721,34.2212,469.5,0.7492,87.8658,53.4666,57.3,89.5
2016-03-25 02:00:00,23.2,142.2721,34.2212,435.0,0.7492,87.8658,53.4666,55.6,81.3
2016-03-25 03:00:00,19.7,142.2721,34.2212,476.0,0.7492,87.8658,53.4666,54.8,73.3
2016-03-25 04:00:00,18.9,142.2721,34.2212,485.5,0.7492,87.8658,53.4666,56.3,73.6
2016-03-25 05:00:00,18.6,142.2721,34.2212,482.0,0.7492,87.8658,53.4666,54.6,67.6
2016-03-25 06:00:00,20.5,142.2721,34.2212,477.0,0.7492,87.8658,53.4666,51.5,63.1
2016-03-25 07:00:00,21.7,142.2721,34.2212,485.5,0.7492,87.8658,53.4666,49.8,63.5
2016-03-25 08:00:00,23.0,142.2721,34.2212,458.5,0.7492,87.8658,53.4666,50.3,66.0
2016-03-25 09:00:00,27.9,142.2721,34.2212,501.5,0.7492,87.8658,53.4666,52.2,78.6
2016-03-25 10:00:00,29.3,142.2721,34.2212,496.0,0.7492,87.8658,53.4666,55.0,78.9
2016-03-25 11:00:00,29.0,142.2721,34.2212,490.0,0.7492,87.8658,53.4666,63.0,93.3
2016-03-25 12:00:00,39.2,142.2721,34.2212,470.0,0.7492,87.8658,53.4666,62.9,109.1
2016-03-25 13:00:00,39.8,142.2721,34.2212,503.0,0.7492,87.8658,53.4666,63.7,105.1
2016-03-25 14:00:00,33.5,142.2721,34.2212,508.5,0.7492,87.8658,53.4666,59.6,96.7
2016-03-25 15:00:00,34.9,142.2721,34.2212,508.5,0.7492,87.8658,53.4666,60.2,92.4
2016-03-25 16:00:00,29.8,142.2721,34.2212,502.0,0.7492,87.8658,53.4666,62.3,85.8
2016-03-25 17:00:00,28.7,142.2721,34.2212,496.5,0.7492,87.8658,53.4666,65.5,81.2
2016-03-25 18:00:00,31.9,142.2721,34.2212,463.5,0.7492,87.8658,53.4666,66.3,92.7
2016-03-25 19:00:00,39.3,142.2721,34.2212,491.5,0.7492,87.8658,53.4666,65.3,106.4
2016-03-25 20:00:00,41.1,142.2721,34.2212,499.0,0.7492,87.8658,53.4666,70.3,119.2
2016-03-25 21:00:00,43.1,142.2721,34.2212,488.0,0.7492,87.8658,53.4666,66.8,113.4
2016-03-25 22:00:00,41.6,142.2721,34.2212,484.5,0.7492,87.8658,53.4666,67.1,119.7
2016-03-25 23:00:00,34.8,142.2721,34.2212,483.5,0.7492,87.8658,53.4666,68.0,110.1
2016-03-26 00:00:00,31.8,142.2721,34.2212,468.5,0.7492,87.8658,53.4666,59.3,100.2
2016-03-26 01:00:00,26.0,142.2721,34.2212,468.0,0.7492,87.8658,53.4666,57.5,89.2
2016-03-26 02:00:00,22.3,142.2721,34.2212,467.5,0.7492,87.8658,53.4666,56.5,80.1
2016-03-26 03:00:00,19.3,142.2721,34.2212,467.0,0.7492,87.8658,53.4666,54.7,80.8
2016-03-26 04:00:00,18.0,142.2721,34.2212,461.5,0.7492,87.8658,53.4666,54.6,69.0
2016-03-26 05:00:00,17.5,142.2721,34.2212,471.5,0.7492,87.8658,53.4666,52.5,64.5
2016-03-26 06:00:00,17.7,142.2721,34.2212,479.0,0.7492,87.8658,53.4666,50.9,62.2
2016-03-26 07:00:00,21.0,142.2721,34.2212,480.0,0.7492,87.8658,53.4666,50.3,64.2
2016-03-26 08:00:00,23.4,142.2721,34.2212,483.5,0.7492,87.8658,53.4666,51.4,70.3
2016-03-26 09:00:00,28.2,142.2721,34.2212,458.5,0.7492,87.8658,53.4666,56.6,76.0
2016-03-26 10:00:00,31.4,142.2721,34.2212,490.5,0.7492,87.8658,53.4666,54.8,76.1
2016-03-26 11:00:00,31.7,142.2721,34.2212,494.0,0.7492,87.8658,53.4666,59.1,86.9
2016-03-26 12:00:00,38.0,142.2721,34.2212,491.0,0.7492,87.8658,53.4666,57.9,92.9
2016-03-26 13:00:00,45.3,142.2721,34.2212,494.0,0.7492,87.8658,53.4666,61.9,97.7
2016-03-26 14:00:00,43.2,142.2721,34.2212,501.0,0.7492,87.8658,53.4666,59.0,94.1
2016-03-26 15:00:00,39.5,142.2721,34.2212,506.5,0.7492,87.8658,53.4666,58.4,97.9
2016-03-26 16:00:00,36.9,142.2721,34.2212,509.5,0.7492,87.8658,53.4666,63.9,100.8
2016-03-26 17:00:00,35.6,142.2721,34.2212,516.0,0.7492,87.8658,53.4666,62.3,96.0
2016-03-26 18:00:00,43.9,142.2721,34.2212,516.0,0.7492,87.8658,53.4666,66.7,105.4
2016-03-26 19:00:00,49.0,142.2721,34.2212,511.0,0.7492,87.8658,53.4666,67.7,109.2
2016-03-26 20:00:00,41.5,142.2721,34.2212,490.5,0.7492,87.8658,53.4666,63.0,106.9
2016-03-26 21:00:00,42.0,142.2721,34.2212,495.5,0.7492,87.8658,53.4666,58.8,97.0
2016-03-26 22:00:00,34.0,142.2721,34.2212,491.5,0.7492,87.8658,53.4666,59.7,107.9
2016-03-26 23:00:00,33.5,142.2721,34.2212,488.5,0.7492,87.8658,53.4666,65.1,107.6
2016-03-27 00:00:00,29.6,142.2721,34.2212,473.5,0.7492,87.8658,53.4666,57.0,92.4
2016-03-27 01:00:00,24.9,142.2721,34.2212,441.5,0.7492,87.8658,53.4666,55.5,88.4
2016-03-27 02:00:00,20.8,142.2721,34.2212,484.0,0.7492,87.8658,53.4666,53.4,73.8
2016-03-27 03:00:00,18.2,142.2721,34.2212,479.0,0.7492,87.8658,53.4666,53.1,67.1
2016-03-27 04:00:00,17.7,142.2721,34.2212,478.0,0.7492,87.8658,53.4666,51.3,62.0
2016-03-27 05:00:00,18.1,142.2721,34.2212,482.5,0.7492,87.8658,53.4666,50.9,58.4
2016-03-27 06:00:00,22.0,142.2721,34.2212,486.0,0.7492,87.8658,53.4666,49.3,60.6
2016-03-27 07:00:00,22.9,142.2721,34.2212,478.0,0.7492,87.8658,53.4666,49.1,60.6
2016-03-27 08:00:00,23.3,142.2721,34.2212,478.0,0.7492,87.8658,53.4666,50.6,61.3
2016-03-27 09:00:00,28.3,142.2721,34.2212,486.5,0.7492,87.8658,53.4666,51.6,73.6
2016-03-27 10:00:00,31.9,142.2721,34.2212,485.0,0.7492,87.8658,53.4666,56.8,87.0
2016-03-27 11:00:00,37.7,142.2721,34.2212,456.0,0.7492,87.8658,53.4666,55.5,91.2
2016-03-27 12:00:00,45.8,142.2721,34.2212,495.0,0.7492,87.8658,53.4666,59.9,91.4
2016-03-27 13:00:00,43.9,142.2721,34.2212,492.0,0.7492,87.8658,53.4666,60.6,92.1
2016-03-27 14:00:00,32.2,142.2721,34.2212,465.5,0.7492,87.8658,53.4666,58.8,86.5
2016-03-27 15:00:00,30.3,142.2721,34.2212,496.5,0.7492,87.8658,53.4666,55.6,85.1
