timestamp,Fox_lodging_Stephen,Fox_education_Virginia,Fox_lodging_Stephan,Fox_office_Israel,Fox_education_Lilly,Fox_education_Kris,Fox_lodging_Warren,Fox_office_Clayton,Fox_office_Demetrius,Hog_education_Hallie,Hog_education_Wayne,Hog_office_Mari,Hog_lodging_Shanti,Hog_education_Jordan,Hog_office_Lavon,Hog_office_Almeda,Hog_lodging_Shonda,Hog_lodging_Mauricio
2016-03-05 03:00:00,78.85,3.28,26.83,101.6,198.77,37.06,32.26,29.9,62.34,63.769,128.459,32.149,251.746,60.277,21.0,41.887,98.0,160.0
2016-03-05 04:00:00,75.04,3.36,25.62,102.75,188.7,35.19,32.44,30.91,65.52,63.486,124.526,32.62,229.523,57.843,21.176,42.82899999999999,91.0,157.0
2016-03-05 05:00:00,73.04,2.63,25.57,109.84,191.12,35.3,32.13,44.38,102.76,64.6,128.77200000000002,32.311,225.781,57.912,21.403,42.54,87.0,145.0
2016-03-05 06:00:00,73.13,3.45,25.58,103.14,192.85,62.81,30.68,58.18,115.77,64.186,126.221,31.675,240.249,61.915,21.321,42.653,87.0,146.0
2016-03-05 07:00:00,69.68,3.22,23.87,99.76,178.53,59.45,28.41,55.73,120.76,63.775,132.428,31.68,246.604,76.164,20.853,42.534,88.0,146.0
2016-03-05 08:00:00,73.25,2.57,23.48,88.72,183.05,64.05,28.45,55.66,97.21,62.666,128.49200000000002,36.466,255.956,101.277,21.019,36.802,90.0,145.0
2016-03-05 09:00:00,70.77,3.21,24.48,92.88,185.14,68.3,30.12,66.02,91.13,64.517,130.779,46.659,258.428,102.976,23.049,36.722,101.0,157.0
2016-03-05 10:00:00,79.74,2.84,24.66,89.86,173.38,76.54,31.19,77.53,84.57,64.634,126.24,45.845,272.29900000000004,112.06,20.418,37.995,112.0,165.0
2016-03-05 11:00:00,86.21,3.23,24.07,90.23,174.85,89.82,31.93,76.14,82.81,64.869,131.11,44.826,303.003,121.58,19.903,36.827,116.0,181.0
2016-03-05 12:00:00,96.51,4.83,24.33,94.43,174.29,95.46,34.02,84.07,83.4,65.60600000000001,129.832,43.50899999999999,313.35,128.61,19.927,36.039,119.0,186.0
2016-03-05 13:00:00,83.03,3.62,27.82,87.29,174.26,96.91,34.84,79.8,81.3,66.50399999999999,133.871,45.075,326.552,125.295,20.003,36.244,137.0,192.0
2016-03-05 14:00:00,74.93,3.83,28.04,93.33,175.28,99.55,33.39,91.01,80.52,66.581,138.209,43.952,311.426,119.074,20.03,35.949,143.0,199.0
2016-03-05 15:00:00,98.7,4.19,30.21,89.77,175.36,99.49,30.26,83.18,80.58,65.707,140.558,45.556,302.853,120.607,19.805,35.846,149.0,193.0
2016-03-05 16:00:00,84.72,3.6,24.29,94.78,175.73,98.56,32.1,88.7,80.34,66.605,137.338,44.107,317.684,118.866,19.803,35.778,138.0,195.0
2016-03-05 17:00:00,89.12,4.25,29.99,95.59,174.74,90.38,30.15,84.16,81.23,66.82,139.377,46.486,315.965,115.124,19.631,34.997,134.0,194.0
2016-03-05 18:00:00,87.64,3.53,24.68,97.61,176.1,95.11,32.88,91.31,91.64,66.024,135.412,46.956,320.405,116.114,19.675,35.145,138.0,194.0
2016-03-05 19:00:00,98.23,4.32,26.19,102.59,178.93,86.46,34.86,88.59,84.94,65.438,133.264,33.553000000000004,336.476,132.602,21.538,40.06,131.0,198.0
2016-03-05 20:00:00,79.22,3.57,26.57,99.41,178.58,86.72,37.41,90.37,77.12,65.063,128.89600000000002,31.932,306.21,137.865,22.913,42.128,116.0,191.0
2016-03-05 21:00:00,89.04,4.0,26.13,97.67,178.35,85.77,36.93,82.28,94.61,65.376,130.191,31.587,287.472,129.778,22.103,41.62300000000001,117.0,178.0
2016-03-05 22:00:00,84.93,3.61,26.93,96.06,176.62,52.85,42.59,89.55,67.97,65.133,128.655,31.995,289.475,128.107,22.398000000000003,42.92,117.0,179.0
2016-03-05 23:00:00,88.97,3.86,26.79,95.48,172.56,35.94,43.3,73.5,101.35,65.46600000000001,129.582,32.012,294.0370000000001,117.892,22.482,41.747,122.0,175.0
2016-03-06 00:00:00,83.53,3.87,26.59,96.18,172.97,35.22,35.25,37.51,106.51,64.956,132.464,31.932,278.47,85.11,21.514,41.70399999999999,109.0,175.0
2016-03-06 01:00:00,77.52,2.88,25.91,98.87,172.39,35.72,32.94,36.05,103.63,65.609,131.939,31.725,274.66700000000003,73.234,21.211,42.015,101.0,172.0
2016-03-06 02:00:00,74.66,3.52,25.91,95.45,175.42,35.4,30.74,36.36,103.88,65.66199999999999,128.233,31.974,248.073,69.456,21.245,42.419,95.0,171.0
2016-03-06 03:00:00,76.75,2.68,25.84,97.73,188.07,36.35,30.8,36.05,69.85,65.45,130.645,32.126,240.695,63.987,21.41,42.287,90.0,163.0
2016-03-06 04:00:00,73.81,3.32,28.45,98.38,188.1,35.75,29.71,35.88,95.12,65.27600000000001,129.76,31.919,242.707,61.78,21.186,42.362,87.0,158.0
2016-03-06 05:00:00,72.74,2.87,25.59,100.55,191.22,35.19,29.63,56.0,71.08,65.502,129.314,31.704,238.394,61.31399999999999,21.33,41.82899999999999,86.0,146.0
2016-03-06 06:00:00,71.83,9.18,25.37,107.15,193.28,67.04,29.35,69.72,71.02,65.68,130.866,32.041,239.335,64.456,23.423,42.777,85.0,148.0
2016-03-06 07:00:00,70.43,12.95,23.91,102.02,188.9,62.17,26.87,63.92,61.22,64.96,132.736,31.938,242.399,79.789,20.671,40.635,86.0,148.0
2016-03-06 08:00:00,68.42,13.69,23.1,99.75,188.44,65.89,27.21,59.64,55.74,63.922,129.109,36.03,237.755,101.832,21.099,36.346,94.0,151.0
2016-03-06 09:00:00,67.71,13.27,23.16,102.05,188.43,66.65,27.39,64.3,46.43,64.407,128.591,46.923,254.331,100.986,21.213,35.559,107.0,163.0
2016-03-06 10:00:00,76.61,13.43,22.95,98.09,182.15,75.98,27.81,69.54,45.31,64.949,127.184,43.045,290.646,100.862,19.827,37.05,110.0,164.0
2016-03-06 11:00:00,82.12,10.3,31.0,96.7,172.83,87.04,28.51,76.21,44.86,65.428,131.134,42.56399999999999,297.367,101.359,19.597,35.85,125.0,176.0
2016-03-06 12:00:00,76.89,7.48,29.04,97.01,172.99,93.98,28.27,84.57,46.65,65.747,126.576,42.775,316.944,103.87,19.356,35.654,132.0,183.0
2016-03-06 13:00:00,87.0,7.57,26.02,97.07,172.82,96.31,31.02,78.17,44.25,65.044,132.201,44.669,342.916,131.829,19.534,35.689,139.0,188.0
2016-03-06 14:00:00,79.59,7.67,24.11,96.24,173.36,96.23,29.68,87.15,44.39,66.718,128.05100000000002,44.737,362.833,149.961,19.523,36.511,132.0,192.0
2016-03-06 15:00:00,88.15,7.55,26.66,96.46,173.48,97.56,29.09,81.84,44.24,67.97800000000001,133.52200000000002,44.97,338.255,147.936,19.892,35.991,146.0,186.0
2016-03-06 16:00:00,90.27,8.4,27.37,94.57,174.4,97.09,34.48,89.44,44.33,67.152,138.32,47.265,355.05400000000014,146.389,22.173,36.011,144.0,188.0
2016-03-06 17:00:00,77.61,6.41,27.36,96.13,173.44,89.54,39.78,80.45,44.03,69.765,136.969,47.357,333.1140000000001,142.406,19.35,35.512,144.0,192.0
2016-03-06 18:00:00,91.89,4.33,23.6,97.5,175.08,92.56,31.96,90.93,53.16,69.166,132.672,46.669,314.466,134.11,19.56,35.052,133.0,197.0
2016-03-06 19:00:00,97.41,3.94,28.32,101.4,178.55,81.61,36.33,85.19,72.75,68.46,132.395,33.604,327.476,118.997,20.376,39.328,139.0,205.0
2016-03-06 20:00:00,103.29,3.55,28.2,102.27,177.12,79.52,33.2,92.34,104.05,66.812,129.326,32.148,353.246,114.363,20.847,41.775,149.0,203.0
2016-03-06 21:00:00,97.07,4.09,36.86,98.72,176.13,77.91,40.53,82.63,74.72,66.618,131.593,31.657,325.693,111.747,21.733,41.25899999999999,146.0,198.0
2016-03-06 22:00:00,88.4,3.3,29.48,96.83,172.83,51.26,43.44,89.4,101.21,67.49,127.925,31.496,304.645,102.417,22.162,41.13399999999999,135.0,191.0
2016-03-06 23:00:00,83.22,3.74,28.35,100.07,171.79,35.34,37.4,67.67,70.43,66.835,129.905,31.05,304.0,89.911,22.206,41.625,127.0,188.0
2016-03-07 00:00:00,84.67,3.51,26.98,105.09,181.58,35.64,35.79,39.66,91.6,65.258,130.317,30.841,282.811,72.561,21.27,41.487,123.0,183.0
2016-03-07 01:00:00,78.99,2.86,26.04,106.45,185.77,35.27,33.68,38.21,77.25,65.146,131.244,30.884,257.648,64.233,20.983,41.297,124.0,172.0
2016-03-07 02:00:00,73.73,3.07,25.81,98.78,186.32,37.55,30.27,38.25,73.93,64.822,128.203,31.041,239.519,64.116,20.987,41.15,100.0,165.0
2016-03-07 03:00:00,76.28,3.14,25.25,110.39,189.96,36.25,29.91,32.72,101.99,65.634,129.02200000000002,31.165,231.974,59.71,23.227,40.671,94.0,157.0
2016-03-07 04:00:00,75.14,8.85,25.09,106.27,180.64,35.28,29.01,27.65,133.04,65.28,127.237,31.218000000000004,220.965,56.88800000000001,21.012,41.17100000000001,92.0,156.0
2016-03-07 05:00:00,69.65,18.88,23.83,113.06,181.0,35.33,28.95,43.5,134.56,65.793,129.362,32.873000000000005,220.306,56.809,20.82,41.63,90.0,143.0
2016-03-07 06:00:00,70.54,21.98,23.57,123.81,182.97,65.17,29.39,61.58,161.28,65.565,133.67600000000002,41.265,224.706,60.11,20.92,60.431,87.0,146.0
2016-03-07 07:00:00,66.39,24.31,21.95,126.31,182.66,70.67,29.09,60.74,117.61,65.676,161.942,50.569,248.761,78.347,20.56,84.573,98.0,173.0
2016-03-07 08:00:00,67.55,26.91,23.12,121.48,185.46,85.1,28.25,61.6,153.84,63.996,166.455,54.367,273.816,99.24,20.601,84.098,101.0,182.0
2016-03-07 09:00:00,71.59,23.65,24.1,124.47,207.35,70.38,27.58,72.9,130.96,71.196,183.236,61.489,280.613,107.541,20.668000000000006,93.837,126.0,192.0
2016-03-07 10:00:00,70.3,19.3,25.84,129.21,216.51,84.36,32.67,80.24,150.95,78.381,209.371,67.73899999999999,344.824,127.486,19.445,100.922,118.0,195.0
2016-03-07 11:00:00,69.05,18.47,24.49,123.53,215.78,82.87,35.65,93.1,123.61,82.765,222.754,70.437,365.559,133.79,20.901,108.962,115.0,210.0
2016-03-07 12:00:00,80.34,18.03,28.07,136.51,202.77,93.13,33.81,97.35,120.95,81.993,225.33900000000003,71.67399999999998,364.359,150.164,23.943,105.732,127.0,191.0
2016-03-07 13:00:00,85.72,17.16,28.82,135.9,198.16,92.05,33.44,113.11,151.41,83.13799999999998,226.073,74.34100000000002,363.942,150.005,25.112,97.34,141.0,209.0
2016-03-07 14:00:00,72.53,11.65,25.29,136.66,194.07,101.08,38.17,107.11,121.95,84.436,220.459,79.708,352.45,147.091,25.984,93.927,136.0,212.0
2016-03-07 15:00:00,73.68,8.99,25.65,132.09,190.2,88.61,34.48,111.08,120.58,83.78399999999998,220.448,74.792,343.754,154.774,24.384,89.37700000000002,139.0,204.0
2016-03-07 16:00:00,89.32,8.08,28.71,124.92,193.04,82.51,38.81,107.2,111.64,80.127,212.564,67.607,341.771,161.81799999999996,24.318,89.37299999999998,143.0,211.0
2016-03-07 17:00:00,82.71,6.69,26.02,126.78,183.61,72.5,35.61,76.59,100.39,79.623,200.499,60.63399999999999,370.239,149.408,24.127,84.444,143.0,211.0
2016-03-07 18:00:00,76.46,5.53,23.78,118.41,194.39,70.42,32.66,78.95,73.11,75.734,194.443,51.053,377.77,147.05200000000005,23.929,73.737,137.0,213.0
2016-03-07 19:00:00,80.07,5.54,26.21,114.47,197.61,64.95,39.44,65.31,111.7,71.053,169.653,46.879,380.794,123.301,24.864,76.87100000000002,145.0,210.0
2016-03-07 20:00:00,82.84,8.56,31.47,118.39,197.2,63.65,34.83,62.78,89.2,68.324,158.488,45.654,373.145,124.719,25.231,75.275,145.0,211.0
2016-03-07 21:00:00,86.53,12.3,30.72,121.69,201.07,62.58,34.9,63.43,119.73,66.74,148.296,43.385,361.643,121.106,25.964,54.652,147.0,199.0
2016-03-07 22:00:00,87.95,17.97,31.13,116.58,190.25,46.66,33.43,64.09,90.81,66.14699999999999,137.233,44.25,350.151,118.046,26.692,51.472,148.0,192.0
2016-03-07 23:00:00,88.06,7.87,27.57,117.81,175.59,39.1,33.93,55.78,130.44,65.04,136.935,28.842,327.2920000000001,111.17,26.632,50.812,121.0,192.0
2016-03-08 00:00:00,77.68,2.61,28.35,119.76,174.76,38.83,35.45,33.5,132.89,64.903,136.079,27.13300000000001,319.805,86.01899999999998,28.166,49.823,137.0,182.0
2016-03-08 01:00:00,74.35,3.09,24.51,112.26,175.14,39.88,34.79,32.47,152.64,64.296,136.202,27.261,270.688,75.82,24.84,48.393,109.0,169.0
2016-03-08 02:00:00,74.55,3.0,23.75,119.44,175.69,39.02,30.27,30.08,148.59,65.225,129.137,27.445,242.226,62.864,24.878,39.393,99.0,163.0
2016-03-08 03:00:00,70.78,2.33,23.91,122.72,174.58,36.02,29.28,30.4,107.06,64.354,131.67,27.278,235.242,57.216,25.031,37.699,92.0,158.0
2016-03-08 04:00:00,76.15,28.48,23.23,120.45,174.9,31.78,28.43,30.1,108.0,64.635,128.585,26.954,250.432,55.16,24.867,38.287,86.0,151.0
2016-03-08 05:00:00,72.73,39.86,23.0,125.21,177.66,30.62,27.92,42.38,158.7,64.919,129.106,28.363000000000003,271.017,54.91,24.838,37.694,84.0,145.0
2016-03-08 06:00:00,70.31,24.36,22.86,128.06,177.24,44.94,27.62,53.68,166.22,66.257,139.757,37.076,258.225,58.258,25.025,58.845,86.0,148.0
2016-03-08 07:00:00,67.91,27.15,20.85,123.3,172.82,84.46,25.14,47.41,143.06,65.73899999999999,163.005,42.63,280.927,76.39399999999998,24.763,86.00200000000002,94.0,172.0
2016-03-08 08:00:00,67.64,28.98,21.64,127.86,181.93,68.19,26.13,47.78,193.02,64.98100000000001,168.803,51.996,306.551,101.174,24.113000000000003,90.732,97.0,179.0
2016-03-08 09:00:00,67.45,28.41,22.83,136.18,176.59,67.13,26.47,60.54,174.62,69.488,204.899,63.552,309.843,110.738,20.708,98.736,114.0,188.0
2016-03-08 10:00:00,73.51,23.13,23.25,141.27,185.3,80.94,26.62,64.14,189.54,80.223,228.84,64.829,336.94,133.026,17.817999999999994,97.419,122.0,193.0
2016-03-08 11:00:00,78.36,20.85,24.02,141.19,195.27,73.87,27.05,64.97,155.23,82.779,232.528,71.188,335.1,139.496,21.412,111.07,130.0,202.0
2016-03-08 12:00:00,76.35,19.05,27.78,139.42,196.47,90.4,27.25,73.46,131.41,80.113,240.866,73.219,344.08,147.428,19.554,105.279,128.0,232.0
2016-03-08 13:00:00,85.71,18.11,27.47,138.47,195.24,99.2,35.06,86.16,130.03,80.589,241.707,76.203,362.5580000000001,145.121,19.91,100.942,143.0,227.0
2016-03-08 14:00:00,78.1,19.58,25.59,142.39,196.88,94.72,31.68,90.18,126.42,81.375,238.254,78.652,353.379,145.842,20.062,101.434,134.0,231.0
2016-03-08 15:00:00,90.5,19.34,23.99,139.02,186.4,82.21,31.31,98.44,144.89,82.001,240.461,82.462,363.839,148.118,22.495,97.319,131.0,229.0
2016-03-08 16:00:00,92.39,18.38,24.78,130.54,173.02,78.56,40.24,84.91,118.86,79.301,238.477,81.579,334.85,152.694,24.369,94.436,142.0,225.0
2016-03-08 17:00:00,94.49,14.12,23.12,131.78,171.87,78.41,32.06,78.75,104.61,77.90100000000002,222.65,71.97399999999998,354.892,148.695,24.525,93.854,136.0,216.0
2016-03-08 18:00:00,83.78,8.85,22.57,117.95,172.53,69.63,35.18,63.44,76.28,74.133,199.633,51.819,368.601,145.749,23.617,90.065,134.0,217.0
2016-03-08 19:00:00,84.39,13.31,24.9,116.35,175.58,68.92,39.02,69.59,80.76,70.013,171.98,46.416,377.203,118.389,18.262,79.143,143.0,222.0
2016-03-08 20:00:00,89.47,17.54,25.02,117.0,179.3,67.74,42.46,55.52,83.79,68.456,160.659,46.379,377.007,128.653,17.725,78.949,143.0,210.0
2016-03-08 21:00:00,81.86,27.78,26.51,115.6,178.25,65.06,44.72,58.53,86.43,65.058,147.899,44.554,358.93,130.77100000000002,17.602999999999994,77.071,151.0,207.0
2016-03-08 22:00:00,81.07,32.4,35.11,110.38,190.73,48.5,38.62,54.26,112.83,64.696,142.97,43.812,357.291,126.272,20.01,74.988,133.0,196.0
2016-03-08 23:00:00,80.11,11.73,26.55,120.84,197.74,38.59,37.58,48.29,86.6,65.35,141.997,30.268,342.536,114.784,17.401,55.09,132.0,193.0
2016-03-09 00:00:00,80.06,2.62,24.54,121.98,180.83,32.77,34.56,30.79,125.1,64.993,137.332,27.798,295.887,80.07600000000002,17.31,55.813,126.0,183.0
2016-03-09 01:00:00,78.92,3.1,24.3,123.07,191.06,32.91,31.74,28.68,133.07,64.585,137.988,28.364,271.135,70.607,17.533,55.503,102.0,171.0
2016-03-09 02:00:00,74.88,2.19,23.51,127.67,176.81,32.34,28.31,27.16,126.18,64.726,129.17600000000002,28.549,258.226,69.589,17.455,39.712,100.0,167.0
2016-03-09 03:00:00,71.82,3.07,23.35,125.5,179.39,32.8,30.81,27.31,128.71,64.807,132.27100000000002,27.567,245.433,64.773,17.454,38.777,91.0,160.0
2016-03-09 04:00:00,71.13,35.57,23.02,127.43,174.95,32.73,27.31,26.41,142.27,64.405,128.996,27.451,256.761,62.558,17.53,38.909,88.0,156.0
2016-03-09 05:00:00,70.6,56.64,22.82,130.61,176.93,35.35,27.65,35.97,187.19,64.164,131.291,29.276,268.969,62.429,17.399,38.073,88.0,148.0
2016-03-09 06:00:00,69.38,31.68,22.46,131.6,180.98,56.74,27.79,45.95,164.03,65.6,135.036,39.208,268.926,65.328,17.403,57.795,90.0,150.0
2016-03-09 07:00:00,66.37,31.59,20.85,132.02,177.25,82.44,24.21,46.08,164.24,65.571,164.94799999999995,49.374,291.621,86.191,17.706,88.54299999999998,99.0,174.0
2016-03-09 08:00:00,66.29,33.42,22.26,132.29,178.39,82.03,25.09,51.78,142.65,66.447,176.31,58.39100000000001,312.045,104.408,17.769000000000005,85.887,103.0,183.0
2016-03-09 09:00:00,68.22,25.69,24.39,139.55,182.25,82.58,25.84,63.12,136.26,70.131,196.58900000000003,60.79,321.607,115.598,17.738,97.094,130.0,189.0
2016-03-09 10:00:00,75.54,20.59,24.11,144.04,198.34,97.5,25.47,73.87,132.01,75.288,215.985,64.844,334.903,129.38,20.373,95.519,145.0,192.0
2016-03-09 11:00:00,78.74,20.42,24.21,140.55,191.94,105.33,32.59,83.91,129.47,79.35600000000002,230.306,67.693,339.99300000000005,136.986,17.689,118.298,130.0,210.0
2016-03-09 12:00:00,69.09,20.39,26.14,147.61,185.3,107.84,32.89,85.85,124.02,79.472,225.253,66.626,330.244,149.957,17.664,114.535,140.0,217.0
2016-03-09 13:00:00,78.21,21.31,31.5,140.35,185.11,113.96,32.68,99.2,148.21,80.609,223.844,69.77,346.66,145.991,17.454,107.218,138.0,224.0
2016-03-09 14:00:00,79.79,20.22,25.71,141.94,183.85,116.3,36.59,93.32,116.49,80.794,224.478,72.275,343.807,144.269,17.489,101.476,136.0,211.0
2016-03-09 15:00:00,79.39,21.14,25.46,138.22,182.18,114.96,40.93,96.17,115.68,80.96600000000002,220.027,70.992,323.21,155.234,17.495,91.07,147.0,210.0
2016-03-09 16:00:00,71.43,21.38,25.27,122.75,178.78,114.72,44.69,105.49,113.44,78.598,217.533,69.28699999999999,344.184,154.787,17.472,87.78299999999999,137.0,225.0
2016-03-09 17:00:00,81.36,12.58,23.94,107.41,177.27,99.27,36.43,97.35,96.31,73.543,207.441,63.945,354.773,151.637,17.429000000000002,81.361,134.0,219.0
2016-03-09 18:00:00,74.79,7.04,23.35,103.71,178.93,87.34,30.44,91.26,68.4,72.233,198.686,55.74100000000001,363.456,147.988,17.412,77.22399999999998,142.0,226.0
2016-03-09 19:00:00,72.63,9.14,25.26,104.34,181.29,84.7,32.37,91.03,79.3,72.11,162.812,52.462,366.696,135.0,17.375,80.13,143.0,218.0
2016-03-09 20:00:00,77.33,9.59,25.61,100.99,180.94,76.9,32.4,75.99,81.68,68.444,152.998,51.285,367.251,137.852,18.078,78.017,144.0,210.0
2016-03-09 21:00:00,77.3,9.65,25.44,99.85,180.45,72.32,35.76,84.68,102.29,64.11399999999999,144.123,48.902,356.867,134.939,19.252,75.051,147.0,202.0
2016-03-09 22:00:00,81.55,10.97,25.52,89.11,194.78,46.78,32.77,78.27,79.95,62.306,136.833,49.277,364.509,133.115,17.521,70.454,152.0,192.0
2016-03-09 23:00:00,76.28,5.17,24.79,93.86,193.14,33.54,40.22,69.49,114.32,62.288,139.27200000000002,34.717,336.421,128.105,17.491,52.51600000000001,154.0,192.0
2016-03-10 00:00:00,75.38,3.52,24.99,97.38,189.99,33.77,33.39,36.13,120.99,62.883,135.332,32.931,312.455,96.838,17.471,49.851000000000006,149.0,184.0
2016-03-10 01:00:00,75.8,3.56,24.76,93.3,190.67,35.25,33.2,34.99,125.71,62.06399999999999,135.608,32.793,281.995,87.684,17.455,48.356,127.0,173.0
2016-03-10 02:00:00,81.77,2.71,24.55,109.62,188.93,39.3,32.89,32.47,124.49,61.977,131.458,32.836,264.647,73.512,17.314,38.24800000000001,104.0,167.0
2016-03-10 03:00:00,83.45,3.17,24.09,112.26,187.61,35.96,29.83,31.98,91.1,61.632,134.77700000000002,33.066,253.025,69.005,17.585,36.66,89.0,160.0
2016-03-10 04:00:00,83.39,25.48,23.55,103.13,177.47,32.8,31.16,31.68,95.09,62.033,131.316,33.491,255.877,66.002,17.705,37.597,89.0,156.0
2016-03-10 05:00:00,71.28,40.03,22.66,109.33,180.05,32.31,29.76,42.64,144.35,61.898,133.778,34.147,271.985,66.22,17.65,37.121,86.0,150.0
2016-03-10 06:00:00,70.49,25.78,22.57,110.37,185.71,53.93,29.14,50.3,176.87,63.214,136.608,42.93600000000001,283.478,69.337,17.768,57.835,87.0,152.0
2016-03-10 07:00:00,66.37,27.42,20.76,106.66,181.12,72.01,26.37,46.52,122.52,63.199,174.636,49.652,299.677,88.868,19.905,91.73,99.0,173.0
2016-03-10 08:00:00,67.22,28.57,23.09,110.7,189.97,72.12,24.39,50.78,133.13,62.666,185.489,56.23,314.256,110.683,18.009,100.27,106.0,185.0
2016-03-10 09:00:00,66.86,23.19,23.84,126.44,195.76,81.07,24.68,63.76,136.57,67.75399999999999,205.504,64.866,328.367,118.764,17.590999999999998,112.586,111.0,199.0
2016-03-10 10:00:00,72.84,20.14,24.19,131.57,183.01,85.98,32.81,78.67,154.13,77.37899999999998,210.051,67.55,346.707,126.968,17.576,98.845,129.0,195.0
2016-03-10 11:00:00,74.04,20.24,24.12,125.33,185.3,93.07,33.24,87.72,119.89,80.995,219.698,67.27,341.629,132.04399999999998,18.436,125.902,130.0,206.0
2016-03-10 12:00:00,74.09,21.77,25.02,122.01,188.36,103.32,35.78,96.17,149.55,84.46700000000001,227.359,65.62100000000001,354.11400000000015,141.571,19.491,112.711,140.0,213.0
2016-03-10 13:00:00,87.7,19.48,25.33,124.09,187.07,110.24,31.26,90.98,116.8,85.211,229.508,66.709,351.391,142.045,17.996,103.056,147.0,214.0
2016-03-10 14:00:00,90.16,19.03,25.73,122.12,187.27,123.0,30.79,104.61,143.4,84.65100000000002,225.074,65.37100000000001,357.153,141.92700000000005,17.768,101.392,160.0,213.0
2016-03-10 15:00:00,81.8,19.22,26.08,121.77,187.28,109.52,31.64,104.06,113.73,83.72200000000002,231.484,63.467,337.246,149.537,17.779,99.257,146.0,215.0
2016-03-10 16:00:00,88.43,10.55,25.38,119.3,182.48,106.95,31.85,100.39,114.62,80.047,226.662,57.94300000000001,351.23,146.066,17.802,96.861,154.0,221.0
2016-03-10 17:00:00,86.15,8.24,24.65,113.54,180.26,97.0,32.25,102.92,95.27,73.525,204.292,56.705,357.237,145.299,17.8,93.471,160.0,214.0
2016-03-10 18:00:00,84.8,6.77,24.46,110.43,181.53,90.55,34.66,98.68,68.16,66.388,192.112,47.676,358.824,139.284,19.843,87.90799999999999,150.0,209.0
2016-03-10 19:00:00,82.81,6.68,26.06,111.58,181.18,81.76,40.14,97.75,80.88,64.148,162.296,44.346,357.745,120.99,18.907,88.351,135.0,209.0
2016-03-10 20:00:00,79.45,6.77,26.21,109.32,193.32,77.29,40.75,87.24,78.92,62.913,152.83100000000005,44.894,362.331,130.615,19.044,85.368,136.0,207.0
2016-03-10 21:00:00,86.51,10.92,25.99,105.6,185.43,72.56,41.67,92.81,74.26,62.203,144.715,43.999,355.208,130.205,19.831,83.759,139.0,199.0
2016-03-10 22:00:00,84.09,9.62,25.8,96.47,191.44,45.41,36.0,83.78,88.12,61.38399999999999,135.82299999999998,43.63,355.766,129.299,20.4,78.99600000000002,140.0,196.0
2016-03-10 23:00:00,84.72,5.58,26.29,100.56,178.37,32.36,33.13,76.51,82.56,61.144,137.929,29.191,338.4369999999999,124.853,20.342,57.122,144.0,187.0
2016-03-11 00:00:00,86.08,3.28,26.09,95.96,182.31,32.34,39.73,38.25,109.17,61.407,134.996,27.295,295.494,81.992,19.664,53.683,136.0,184.0
2016-03-11 01:00:00,78.49,2.43,25.49,94.01,194.92,32.07,37.08,36.76,107.82,61.066,135.749,27.395,281.51,68.04,19.208,53.022,113.0,177.0
2016-03-11 02:00:00,78.39,3.11,25.56,98.69,195.13,32.2,32.25,30.02,109.56,61.521,131.814,27.025,266.993,66.128,19.199,45.036,108.0,170.0
2016-03-11 03:00:00,75.66,2.23,25.15,98.16,198.31,33.17,32.24,26.49,108.99,61.573,133.765,26.91800000000001,257.879,60.488,19.214,43.401,95.0,162.0
2016-03-11 04:00:00,82.12,19.24,24.99,96.54,190.37,32.97,30.96,26.01,113.18,61.665,132.126,27.708,263.686,56.115,19.376,44.438,99.0,162.0
2016-03-11 05:00:00,71.17,30.78,25.12,99.56,193.77,32.31,29.77,37.0,154.37,60.959,133.14,29.421,271.61400000000003,55.812,21.772,43.31399999999999,88.0,147.0
2016-03-11 06:00:00,71.8,28.09,24.3,105.68,197.82,62.9,30.17,47.71,145.17,63.01600000000001,139.819,36.925,277.439,59.326,19.301,64.22,86.0,145.0
2016-03-11 07:00:00,68.63,26.11,22.26,101.64,193.32,65.38,26.49,43.4,119.19,62.661,165.097,49.056,292.297,77.938,18.799,93.531,94.0,165.0
2016-03-11 08:00:00,71.05,22.15,23.47,112.2,192.06,63.3,26.9,48.58,136.26,62.227,165.511,56.371,305.784,101.084,19.23,91.131,105.0,177.0
2016-03-11 09:00:00,74.27,18.69,24.2,119.85,194.3,77.37,26.96,69.67,121.35,69.172,184.312,57.44300000000001,335.398,111.074,19.491,95.151,119.0,183.0
2016-03-11 10:00:00,78.26,18.72,24.35,130.03,191.06,85.53,28.15,89.71,115.83,78.15899999999998,199.553,59.785,336.65,120.622,18.036,97.586,119.0,195.0
2016-03-11 11:00:00,80.64,20.48,24.78,127.34,183.1,96.1,28.15,88.3,141.02,80.956,209.998,65.71300000000001,343.224,128.246,18.135,116.407,132.0,222.0
2016-03-11 12:00:00,76.67,16.24,25.13,122.49,185.93,110.33,28.73,101.25,114.22,81.539,205.68400000000003,65.866,338.766,128.17700000000002,18.327,106.855,135.0,220.0
2016-03-11 13:00:00,73.7,8.46,25.56,122.93,183.84,116.29,29.84,106.16,115.01,80.74,211.539,63.988,354.555,130.688,18.426,100.646,153.0,224.0
2016-03-11 14:00:00,74.92,8.3,25.41,123.57,185.75,127.81,32.9,120.69,112.75,82.182,210.206,66.76,349.124,136.127,19.738,93.21,129.0,205.0
