timestamp,Eagle_office_Lamont,Eagle_office_Ryan,Eagle_education_Roman,Eagle_office_Mandi,Eagle_lodging_Edgardo,Eagle_education_Cassie,Eagle_education_Peter,Eagle_lodging_Dawn,Eagle_lodging_Tressa
2016-03-16 22:00:00,78249.6346,65325.5259,1369146.8537,68224.6428,74653.8,129279.6847,4400822.7146,110985.9877,103639.6942
2016-03-16 23:00:00,74698.6985,67611.4797,1345060.8136,55832.6631,59974.3718,167377.1562,3414816.1076,103336.8346,102555.3022
2016-03-17 00:00:00,65144.6425,14858.6997,1341078.5941,45320.265,44537.7361,102084.044,3170936.7818,103073.0707,81760.7424
2016-03-17 01:00:00,63694.6444,12983.0453,1231322.9185,40154.9179,48072.0844,138406.3845,2982240.0878,105124.5677,82381.0272
2016-03-17 02:00:00,112727.8552,13393.3447,1083364.7932,46720.3238,50786.0391,103592.0994,2759667.0238,83847.6131,83369.4678
2016-03-17 03:00:00,107506.8832,12983.0453,988651.9831,41334.558,42992.3434,127329.3558,2802628.8292,90588.2461,82279.1264
2016-03-17 04:00:00,108976.9274,12983.0453,933296.2051,39526.0169,26896.6789,90111.8006,2351228.2143,71948.9305,84168.3793
2016-03-17 05:00:00,104162.4156,0.0,672283.685,41718.4517,34540.7326,94865.9983,2079618.9502,58028.058,76151.6566
2016-03-17 06:00:00,106685.9914,0.0,716943.6024,37263.9483,36808.3988,91865.3323,1911860.3913,58965.8852,46871.7536
2016-03-17 07:00:00,103056.5708,0.0,568738.5355,41825.8622,27254.5773,88261.4675,2560293.4308,48063.644,62166.7774
2016-03-17 08:00:00,106208.4322,0.0,624960.8951,40268.8053,24422.8373,87143.0793,1630458.57,49499.6919,60539.3834
2016-03-17 09:00:00,109846.0294,8030.1454,507013.5334,41465.0918,21927.0447,89903.5736,1532040.3753,42202.224,41841.8346
2016-03-17 10:00:00,114868.9733,0.0,485725.9403,37508.2523,29345.2578,86395.0742,1421987.4964,40502.4122,41020.1221
2016-03-17 11:00:00,112563.7647,21042.4978,276099.2877,44830.0451,34180.1381,77532.314,1285191.3319,35051.2916,42452.7118
2016-03-17 12:00:00,109545.4558,24383.5072,312037.6173,48923.1333,20817.5072,85255.6434,1008059.2034,39124.9785,39977.7858
2016-03-17 13:00:00,110792.9711,31534.4396,587257.2231,47212.9468,48253.6126,99974.8999,1202183.543,45924.2257,83179.7043
2016-03-17 14:00:00,109646.8291,52313.1735,751049.3883,52675.9954,36045.5643,96191.5878,1664638.415,61837.981,72561.9178
2016-03-17 15:00:00,114995.4627,78074.1144,827569.9040000002,51327.6343,49403.9749,97304.6714,1963733.4015,101021.5737,97337.9936
2016-03-17 16:00:00,114135.8562,72857.4506,967645.4451,50795.9449,38100.8126,104435.6457,2212459.9457,75260.6328,114225.1256
2016-03-17 17:00:00,111557.0659,76462.2239,1009685.132,59483.9761,47890.527,123528.7231,2302452.7888,101871.4796,108577.1492
2016-03-17 18:00:00,114804.4684,82235.7226,1175932.0013,56382.9626,63217.8179,136141.7077,2632356.278,96391.0519,131512.8857
2016-03-17 19:00:00,110601.9475,49646.2274,1124460.0588,63635.4148,60808.0709,147059.042,2657788.7742,99614.8329,111687.8048
2016-03-17 20:00:00,113276.279,58086.6722,1131794.6881,60557.5538,55904.3776,108775.7928,2740657.1785,99409.6832,103565.4886
2016-03-17 21:00:00,113944.8618,84931.9758,1159020.7495,55893.7391,62754.795,112058.1586,2655073.8524,110253.3102,101797.4206
2016-03-17 22:00:00,103916.1774,51785.6457,1128937.5975,54643.2638,66243.8053,99844.7471,2710376.7018,107908.7422,101150.9939
2016-03-17 23:00:00,103629.6418,51111.5824,1044508.1799,41170.6727,49289.0618,130992.9777,2442718.7381,107996.6635,82830.1292
2016-03-18 00:00:00,105752.1792,0.0,693424.2443,34128.8506,31534.8206,0.0,2138324.4418,77898.2718,0.0
2016-03-18 01:00:00,105464.2663,0.0,667926.0416,37785.1458,37595.5289,77552.9462,1982611.863,66761.5738,53014.3166
2016-03-18 02:00:00,107896.1695,0.0,498840.7503,35815.8259,34028.4152,134172.7688,1784357.9185,24090.4362,87692.646
2016-03-18 03:00:00,107991.9157,0.0,501061.1148,37944.7816,28934.4895,87488.0824,1621973.1095,36780.4105,50429.9579
2016-03-18 04:00:00,107163.5506,0.0,363370.5855,36677.8943,33731.4757,85996.7907,1285883.8,48180.8724,38371.2585
2016-03-18 05:00:00,108279.1253,0.0,304869.3937,39368.1688,42015.4499,82656.8656,1115695.8291,48503.2505,42617.5056
2016-03-18 06:00:00,105024.0443,0.0,377584.236,42375.2238,25583.7502,79581.3199,1344856.4552,59874.4053,53497.4734
2016-03-18 07:00:00,101577.5001,0.0,313683.7678,39313.9214,33366.192,80023.1245,1128099.2679,55800.7184,31415.3062
2016-03-18 08:00:00,102323.9519,0.0,202273.2667,35993.1925,32052.2961,82469.2416,428823.5387,34465.1496,45577.1417
2016-03-18 09:00:00,102844.2702,0.0,181031.4807,41196.9025,12627.5795,81112.9969,396819.3649,37190.7099,30153.2839
2016-03-18 10:00:00,105288.6288,0.0,116498.7997,39670.8525,12552.6705,77192.0293,167597.2233,33292.8656,30927.7826
2016-03-18 11:00:00,100955.5448,0.0,107371.0741,42498.9291,20223.042,83237.1755,222688.0944,30274.2343,29111.7975
2016-03-18 12:00:00,104246.6149,0.0,126620.8273,44698.5735,16971.4192,80023.1245,285070.0445,26728.0752,35049.3866
2016-03-18 13:00:00,111821.4159,0.0,164288.6568,44071.4601,23823.5364,79547.0892,209362.9473,50261.6765,61575.3308
2016-03-18 14:00:00,110589.7264,0.0,503956.8028,48211.1466,31896.9391,82413.6753,1191946.6023,59786.484,53180.8395
2016-03-18 15:00:00,112710.8864,0.0,574320.1020000001,48091.4564,34527.7496,86869.4096,1588995.178,46715.5174,67753.033
2016-03-18 16:00:00,108854.2479,0.0,777269.8645,55570.5404,31313.8158,91906.7139,1727632.5025,55654.1829,70147.7454
2016-03-18 17:00:00,117975.7897,0.0,839034.8709,50000.3158,80800.7591,88889.6066,2050577.4311,67552.8655,80928.9776
2016-03-18 18:00:00,127659.09,0.0,989502.0062,54810.2556,52469.351,91824.0972,2169992.6976,121946.8431,90900.396
2016-03-18 19:00:00,129925.9941,0.0,990391.2423,62436.9302,47662.4884,118567.4414,2251772.6655,102985.1494,105164.6598
2016-03-18 20:00:00,135480.5688,0.0,1065598.8585,60259.8523,71393.2972,101078.6639,2402245.1641,99673.4471,88273.161
2016-03-18 21:00:00,133462.1888,0.0,1022232.4979,59291.8095,77396.0067,99750.7885,2505846.9056,95599.7602,93772.7849
2016-03-18 22:00:00,124564.6998,0.0,1050433.5186,50662.2752,47302.7438,95742.4565,2384833.2005,112187.5788,96803.1976
2016-03-18 23:00:00,123341.1577,0.0,966418.3569,42301.2527,58556.3478,92934.2795,2319832.2508,80389.3753,69614.1511
2016-03-19 00:00:00,127005.8933,0.0,719611.5156,39917.6476,39726.7998,101537.5252,2100062.3522,41586.7749,61570.7882
2016-03-19 01:00:00,129287.7441,0.0,604980.4573,36326.0625,44402.1028,91137.8128,1722595.6378,46451.7535,54667.0319
2016-03-19 02:00:00,144688.12699999998,0.0,384494.5571,45508.7389,35039.5981,88930.8417,1367389.0139,52547.6303,47723.2127
2016-03-19 03:00:00,45144.1879,0.0,240976.8092,36059.0455,25776.5616,86013.5543,967839.5167,46539.6748,40956.7895
2016-03-19 04:00:00,44447.7926,0.0,302395.4056,41214.6627,29187.3219,88661.0405,1283134.5303,57617.7586,40366.691
2016-03-19 05:00:00,45144.1879,0.0,228146.2194,38288.3487,29751.8059,87042.9662,766702.6328,43227.9725,41735.3033
2016-03-19 06:00:00,41169.3832,0.0,189058.8126,36029.0058,23410.7459,85320.9689,596771.0404,38040.6158,41698.7573
2016-03-19 07:00:00,44758.9754,0.0,161523.9422,37046.6655,32016.6293,82857.3555,474537.6032,35842.5833,31838.0025
2016-03-19 08:00:00,45044.6024,0.0,175919.3553,36168.8299,20460.0192,84540.726,561787.6241,35754.662000000004,46926.8509
2016-03-19 09:00:00,45856.2332,0.0,157797.4565,36576.6089,21542.7993,82370.0077,436828.7731,37249.3241,50921.2621
2016-03-19 10:00:00,46302.5511,6564.7904,160650.1217,38578.108,29275.0087,80476.2709,261817.5276,22126.8605,27607.845
2016-03-19 11:00:00,46652.0089,24002.5149,155574.4544,44662.8188,29031.6133,79759.595,257759.9596,35373.6697,37206.946
2016-03-19 12:00:00,46564.6444,24002.5149,184170.9158,39737.8779,34748.139,83848.1406,217243.4214,21276.9546,27851.0647
2016-03-19 13:00:00,45210.5099,24676.5782,156645.8634,41359.9966,23618.0057,83043.8366,171028.7037,31241.3686,41590.9072
2016-03-19 14:00:00,37245.9831,22126.8605,185267.0893,40967.1642,20964.5702,77534.6,201616.143,29893.242,24308.1293
2016-03-19 15:00:00,42686.2601,22126.8605,156617.4062,38935.1271,33574.4482,83314.2239,229482.5352,31739.5893,30388.8251
2016-03-19 16:00:00,43464.598,24530.0427,158643.8456,45565.2137,20155.2253,87409.3343,195502.6233,27050.4533,42127.403
2016-03-19 17:00:00,43768.5713,25614.4054,135215.7792,40022.8894,26634.6735,86908.5052,157209.9371,26640.1539,34322.2775
2016-03-19 18:00:00,47510.2673,22244.0889,134501.7703,43746.3565,13975.8819,82210.753,321751.1625,42260.8382,24472.0146
2016-03-19 19:00:00,42809.1447,21833.7895,115904.3345,29014.1755,10963.7275,87862.7444,306087.0158,37688.9306,41916.0988
2016-03-19 20:00:00,41682.6091,23328.4516,122738.3399,30361.6867,6379.9212,87197.5026,331066.6294,40062.8057,35377.7727
2016-03-19 21:00:00,42317.5767,20778.7339,117409.5179,36852.125,14571.6953,83398.1594,183668.2698,27665.9024,39366.2639
2016-03-19 22:00:00,42317.5767,20778.7339,117409.5179,36852.125,14571.6953,83398.1594,183668.2698,27665.9024,39366.2639
2016-03-19 23:00:00,42317.5767,20778.7339,117409.5179,36852.125,14571.6953,83398.1594,183668.2698,27665.9024,39366.2639
2016-03-20 00:00:00,42317.5767,20778.7339,117409.5179,36852.125,14571.6953,83398.1594,183668.2698,27665.9024,39366.2639
2016-03-20 01:00:00,43464.598,0.0,112737.0869,30278.8941,13019.093,81218.268,222228.5884,20778.7339,34855.2271
2016-03-20 02:00:00,42522.4041,0.0,111299.1634,31525.032000000007,14485.6789,84061.2326,239581.5274,24940.3421,35608.9178
2016-03-20 03:00:00,41416.3248,0.0,118107.0855,29477.2863,17563.745,82613.6083,308912.9236,41850.5388,39414.7964
2016-03-20 04:00:00,42694.8764,0.0,109485.2004,32421.2724,15467.3496,80185.8082,278275.1054,29131.2574,41017.1035
2016-03-20 05:00:00,42702.3204,0.0,117336.2501,27924.8013,10278.5568,85996.7907,223223.6816,36575.2608,30124.8853
2016-03-20 06:00:00,44283.7022,0.0,108100.1469,29968.444,13093.6503,84532.2563,243514.1006,25936.7835,31013.3007
2016-03-20 07:00:00,43389.4546,0.0,112804.5519,30878.7812,17280.4626,81881.7808,270564.2316,29277.7929,38224.1369
2016-03-20 08:00:00,45253.0638,0.0,109295.73,29047.4098,17561.2832,83834.6594,191860.8351,28105.5089,42169.1949
2016-03-20 09:00:00,43186.9133,0.0,114344.2297,31924.8688,16548.2833,83485.9342,220991.7115,22537.1599,38619.1966
2016-03-20 10:00:00,40269.9483,0.0,118258.3101,28751.6718,15665.0552,79486.7752,280453.5022,29717.3994,25916.9719
2016-03-20 11:00:00,42409.68900000001,20368.4345,107630.3541,32609.9516,15711.6242,84219.3444,227788.409,19694.3712,34965.7735
2016-03-20 12:00:00,41880.0804,23738.751,117995.191,27958.7096,14732.8843,82997.7072,310351.5505,19752.9854,28969.4822
2016-03-20 13:00:00,43794.8304,22126.8605,132567.6482,29819.0071,12912.2687,82177.0791,279036.6797,21511.4114,25205.8644
2016-03-20 14:00:00,41717.1036,23445.68,130998.0479,33199.3466,16804.2222,81323.8029,231718.4911,19078.9221,33937.9149
2016-03-20 15:00:00,46402.1366,22390.6244,127309.2804,36723.6426,15428.5176,84020.2905,247455.847,29131.2574,27762.44
2016-03-20 16:00:00,41375.3535,20778.7339,137759.7234,32954.6617,50178.9426,84253.1354,240979.5933,22478.5457,36114.348
2016-03-20 17:00:00,50048.3208,22126.8605,130054.9747,33103.1607,27406.9156,79148.5127,294847.274,20280.5132,33352.8865
2016-03-20 18:00:00,53484.4611,19694.3712,132805.4753,32255.8925,26788.8581,82486.4155,275449.2269,28076.2018,23385.8349
2016-03-20 19:00:00,52036.1628,21570.0256,133723.4323,32026.5644,25945.4584,82827.2864,323534.9392,30743.1479,38513.9548
2016-03-20 20:00:00,52496.0791,21189.0333,130696.683,36395.2566,19303.7955,77703.614,325172.8544,17525.6458,40049.9985
2016-03-20 21:00:00,51292.2314,20514.97,147871.7279,33111.5719,21202.2215,79398.7074,204986.1371,32325.7313,24734.5183
2016-03-20 22:00:00,53247.7183,21452.7972,129551.0391,32412.0114,20917.884,82490.7237,219996.4717,22918.1522,29388.1048
2016-03-20 23:00:00,50190.8999,22244.0889,130801.7196,33692.4386,28630.4577,78856.4967,201814.933,20514.97,37290.1782
2016-03-21 00:00:00,60712.9694,0.0,113707.1812,35883.5839,18608.4552,78436.2915,241988.2851,22830.2309,32661.6493
2016-03-21 01:00:00,53196.5481,0.0,116986.294,34691.6349,11641.7473,83338.5781,303674.6898,20251.2061,23760.7899
2016-03-21 02:00:00,52661.2832,0.0,118346.7003,35182.9977,15509.4639,77864.1583,225950.5021,31915.4319,26930.2063
2016-03-21 03:00:00,55595.6566,0.0,116608.0273,31226.715,8544.104,82315.9947,190746.1396,20075.3635,43958.1882
2016-03-21 04:00:00,56644.0302,0.0,111605.1588,31166.1959,10565.6492,80911.071,233544.7337,22038.9392,29156.2857
2016-03-21 05:00:00,57824.1099,0.0,123350.536,32184.1487,25054.5226,75988.7384,244781.5741,27577.9811,31304.2323
2016-03-21 06:00:00,54814.8276,0.0,112104.3173,33003.1942,10219.7961,83250.0706,273752.1993,15562.0701,34076.4202
2016-03-21 07:00:00,55870.8796,0.0,127810.2267,34982.8302,4709.651,77557.5181,292695.0778,19899.5209,25116.6536
2016-03-21 08:00:00,60822.9882,0.0,116118.8918,33049.5581,16793.2321,80225.7831,274541.1171,28926.1077,29312.4339
2016-03-21 09:00:00,55319.99400000001,0.0,119364.5066,33063.0686,13968.7896,77151.0873,333305.3695,18551.3943,26755.9756
2016-03-21 10:00:00,53158.3023,6682.0188,113140.7336,35086.8704,5532.565,80419.8254,203637.5416,17965.2523,35430.1152
2016-03-21 11:00:00,54622.4558,22244.0889,127149.7912,35231.794,13053.1772,81753.8846,246459.0246,18492.7801,27402.0799
2016-03-21 12:00:00,51027.4124,21716.5611,156696.2423,33956.6421,12476.5014,77030.6351,211758.5097,13862.2583,26105.0942
2016-03-21 13:00:00,59316.5153,0.0,152125.3604,46419.4571,15545.8047,79722.2285,242231.7685,14301.8648,16183.1755
2016-03-21 14:00:00,57024.2605,22771.6167,153056.2711,39515.4663,13391.6449,82091.0041,288853.298,27724.5166,27727.8869
2016-03-21 15:00:00,51969.6357,22654.3883,173623.525,41954.7548,4312.6863,74933.8293,476015.2672,22830.2309,39081.3695
2016-03-21 16:00:00,51269.3718,22918.1522,163853.4757,46748.4293,171815.2476,80565.1886,400857.3851,25702.3267,26787.6272
2016-03-21 17:00:00,54004.5742,6682.0188,170374.745,46075.4503,28842.3773,79387.9517,321137.1495,20075.3635,34457.9107
2016-03-21 18:00:00,54070.4272,34201.3857,180582.2614,48738.7037,22020.0654,78105.3265,495779.3013,15415.5346,27121.904
2016-03-21 19:00:00,61727.8449,39564.585,225091.8041,55295.7278,16984.666,77007.0136,690137.4238,21804.4824,35499.1334
2016-03-21 20:00:00,63562.2349,38773.2933,295950.276,54441.8068,31545.4298,82454.3536,771850.4249,28193.4302,32582.8718
2016-03-21 21:00:00,71735.9265,38245.7655,238283.3401,54009.6736,31983.7761,81054.8516,861241.6518,27841.745,33706.6232
2016-03-21 22:00:00,58374.9954,26141.9332,249751.3256,44959.9049,27315.4481,80044.8996,725725.7093,30391.4627,26215.2596
2016-03-21 23:00:00,57632.6173,27226.2959,239737.324,33975.0177,22884.3611,79759.595,576105.4612,14624.2429,24807.874
2016-03-22 00:00:00,57578.3112,0.0,129084.558,33756.2988,17505.9221,79248.3327,331112.6709,22038.9392,35006.6276
2016-03-22 01:00:00,56654.8738,0.0,129052.5253,32671.3499,11676.0073,74053.8837,221191.2049,18639.3156,24899.4001
2016-03-22 02:00:00,58121.489,0.0,129524.8679,29979.1118,25372.2994,72994.1096,216888.57100000005,26493.6184,34506.7364
2016-03-22 03:00:00,55487.0152,0.0,113125.3474,29056.9053,14560.9103,75629.2868,321408.4746,31886.1248,29246.5515
2016-03-22 04:00:00,50519.0808,0.0,126520.8901,33298.2581,6526.7791,74332.1546,266638.3111,21101.112,28840.0034
2016-03-22 05:00:00,48993.4997,0.0,108327.0131,37862.0476,10034.6045,78170.4761,276816.2859,20954.5765,30100.0329
2016-03-22 06:00:00,51969.6357,0.0,110615.7804,30308.0547,8153.3524,77313.4779,300035.2755,28076.2018,33936.6254
2016-03-22 07:00:00,53070.0587,0.0,108421.5285,29667.7239,6718.1838,74802.768,260938.6663,20339.1274,31844.245
2016-03-22 08:00:00,53270.1089,0.0,111637.6897,29585.4002,13607.902,72975.4996,246739.5521,20427.0487,27930.6334
2016-03-22 09:00:00,57436.6407,0.0,127844.3694,28546.6101,11457.7573,79795.7014,299064.302,16206.8263,28566.451
2016-03-22 10:00:00,55112.6756,7883.6099,105335.8426,28881.7074,15355.3964,77782.6553,205382.2518,17877.331000000002,27842.1846
2016-03-22 11:00:00,44980.3319,19577.1428,127531.1645,35873.9712,10033.9597,77713.9301,220376.6434,24442.1214,27696.7921
2016-03-22 12:00:00,54305.3529,23592.2155,181157.9701,38860.394,17812.2692,71758.4344,213631.0575,21892.4037,28667.5018
2016-03-22 13:00:00,53945.7255,21716.5611,154499.0011,37597.0821,10727.4243,76212.4395,267552.8977,25350.6415,43951.1252
2016-03-22 14:00:00,56220.3375,22918.1522,162423.4064,43875.337,92436.2932,76719.2765,294226.0514,18375.5517,25739.0485
2016-03-22 15:00:00,56697.8967,22244.0889,155953.8055,40832.2929,32906.1877,78310.6813,365324.3433,24705.8853,20431.0931
2016-03-22 16:00:00,59780.945,21980.325,171303.8094,47385.1553,11461.6551,72561.5954,337305.7593,30274.2343,32818.9405
2016-03-22 17:00:00,66053.4556,20895.9623,351664.8316,43694.8346,28048.0377,75755.3073,835756.0804,24090.4362,30748.3646
2016-03-22 18:00:00,62735.0127,0.0,629746.4808,44777.1165,43317.4178,76055.7637,1145798.4997,23738.751,38879.1212
2016-03-22 19:00:00,63342.4903,0.0,741496.2408,52089.4431,41599.0839,79991.0332,1525904.7874,30215.6201,61540.7777
2016-03-22 20:00:00,63357.8765,0.0,845871.0157,57127.2457,37109.0896,94440.6351,1660771.8121,53075.1581,57001.9578
2016-03-22 21:00:00,68511.618,0.0,843466.8664,53671.0594,57295.9959,95397.5998,2017900.3077,44898.4772,67416.4703
2016-03-22 22:00:00,68511.618,0.0,843466.8664,53671.0594,57295.9959,95397.5998,2017900.3077,44898.4772,67416.4703
2016-03-22 23:00:00,68511.618,0.0,843466.8664,53671.0594,57295.9959,95397.5998,2017900.3077,44898.4772,67416.4703
2016-03-23 00:00:00,68511.618,0.0,843466.8664,53671.0594,57295.9959,95397.5998,2017900.3077,44898.4772,67416.4703
2016-03-23 01:00:00,68511.618,0.0,843466.8664,53671.0594,57295.9959,95397.5998,2017900.3077,44898.4772,67416.4703
2016-03-23 02:00:00,68511.618,0.0,843466.8664,53671.0594,57295.9959,95397.5998,2017900.3077,44898.4772,67416.4703
2016-03-23 03:00:00,68511.618,0.0,843466.8664,53671.0594,57295.9959,95397.5998,2017900.3077,44898.4772,67416.4703
2016-03-23 04:00:00,68511.618,0.0,843466.8664,53671.0594,57295.9959,95397.5998,2017900.3077,44898.4772,67416.4703
2016-03-23 05:00:00,68511.618,0.0,843466.8664,53671.0594,57295.9959,95397.5998,2017900.3077,44898.4772,67416.4703
2016-03-23 06:00:00,68511.618,0.0,843466.8664,53671.0594,57295.9959,95397.5998,2017900.3077,44898.4772,67416.4703
2016-03-23 07:00:00,68511.618,0.0,843466.8664,53671.0594,57295.9959,95397.5998,2017900.3077,44898.4772,67416.4703
2016-03-23 08:00:00,68511.618,0.0,843466.8664,53671.0594,57295.9959,95397.5998,2017900.3077,44898.4772,67416.4703
2016-03-23 09:00:00,68511.618,0.0,843466.8664,53671.0594,57295.9959,95397.5998,2017900.3077,44898.4772,67416.4703
2016-03-23 10:00:00,59265.8141,0.0,182563.4214,35008.5912,23834.0577,79847.6922,634935.889,21218.3404,35419.0957
2016-03-23 11:00:00,59570.0218,25995.3977,239443.0807,40822.182,13122.8988,79318.4939,542700.5253,20514.97,27965.9192
2016-03-23 12:00:00,59164.4408,22126.8605,230887.078,45457.6567,32824.5381,79581.3199,532791.2672,25731.6338,34719.2715
2016-03-23 13:00:00,57229.7619,21570.0256,261711.5238,45447.8974,33036.6336,80437.0286,649388.0113,28252.0444,34769.9141
2016-03-23 14:00:00,59560.9659,22244.0889,427766.9005,50189.7569,33523.0143,82775.7352,1022249.3788,19694.3712,50797.0293
2016-03-23 15:00:00,66335.009,31798.2035,758092.031,49083.5018,35005.7191,87184.754,1829811.9704,75172.7115,71654.189
2016-03-23 16:00:00,69998.3965,33791.0863,988972.1632,49884.8165,29318.0609,111460.6455,2393946.1847,88859.1272,96265.8227
2016-03-23 17:00:00,66814.8248,41997.0743,1119839.0325,50224.603,43310.9702,86837.3183,2439837.8209,72447.1512,91222.9793
2016-03-23 18:00:00,76259.1257,0.0,1172888.3124,54151.813,21876.5779,95690.9053,2735966.6065,81239.2812,102583.9352
2016-03-23 19:00:00,68134.3477,0.0,1310339.4613,60201.8242,50005.3273,90835.4808,3134994.2613,88390.2136,100380.4809
2016-03-23 20:00:00,72928.9013,0.0,1350168.074,62208.6865,60006.8148,87282.7276,3059520.2728,74674.4908,110396.7098
2016-03-23 21:00:00,68275.7837,0.0,1369123.6718,56323.9967,55165.2232,92270.9132,3168276.5764,110546.3812,107501.5787
2016-03-23 22:00:00,66344.5045,0.0,1395276.1262,55690.7875,54797.6536,99625.7644,3115855.8458,83935.5344,112553.0676
2016-03-23 23:00:00,64116.989,0.0,1222500.3091,40251.7486,41623.5846,96515.8122,2971932.7807,99233.8406,97410.1477
2016-03-24 00:00:00,65983.2945,0.0,1026230.1036,35331.5847,51116.4181,87959.4285,2756796.9795,89650.4189,87039.0098
2016-03-24 01:00:00,63576.273,0.0,889093.9767,36306.8664,33443.2403,93293.4673,2404478.6875,56211.0178,70179.8074
2016-03-24 02:00:00,62815.8124,0.0,864234.7566,34886.3805,37985.8408,107306.5399,2266163.917,79979.0759,70297.1823
2016-03-24 03:00:00,60811.6464,0.0,750074.8686,34989.5415,45239.4067,85028.8065,1936661.1144,55068.0409,88256.3095
2016-03-24 04:00:00,59723.6789,0.0,623807.2798,35587.084,35550.5967,80664.3052,1708788.3889,66409.8886,93395.3681
2016-03-24 05:00:00,55089.142,0.0,607108.9441,36204.7604,40615.098,80365.4021,0.0,46100.0683,67801.41900000001
2016-03-24 06:00:00,58878.5793,0.0,554087.2128,32267.967,28083.7923,79564.82,0.0,39711.1205,69956.8097
2016-03-24 07:00:00,58878.5793,0.0,499722.9819,36204.0278,25540.4636,82774.4457,0.0,39330.1282,45097.1207
2016-03-24 08:00:00,53334.1742,0.0,350260.9629,38842.6925,29810.1564,77342.5506,0.0,37249.3241,41558.5229
2016-03-24 09:00:00,61192.3456,0.0,325744.6359,34972.602,30960.5773,78703.9533,0.0,29981.1633,40481.7214
2016-03-24 10:00:00,58618.5375,7766.3815,265460.7518,30876.7297,25933.7356,79983.8823,0.0,23943.9007,34759.8618
2016-03-24 11:00:00,61789.8587,22654.3883,332435.945,42438.4392,29616.964,79559.1052,0.0,23650.8297,40053.4274
2016-03-24 12:00:00,57735.8369,26405.6971,258798.105,45562.664,38727.9552,80367.1312,0.0,38392.301,44946.365
2016-03-24 13:00:00,57798.9644,26815.9965,311247.1755,42343.0153,40718.4055,75428.7676,851630.9745,43052.1299,63187.8953
2016-03-24 14:00:00,59428.5564,0.0,461778.1417,44949.4129,42436.7101,82589.2541,1299976.6759,65003.1478,79372.0379
2016-03-24 15:00:00,68410.4499,0.0,820005.8001,45419.1764,58889.8919,87427.3581,1880455.7236,87364.4651,90137.6201
2016-03-24 16:00:00,65133.6523,0.0,1031009.7399,55461.4594,30439.1454,95354.3425,2484410.3738,94896.3898,112518.6611
2016-03-24 17:00:00,79990.3884,0.0,1276909.9074,56453.622,71384.0068,122519.328,2685876.0834,114473.5326,134622.1052
2016-03-24 18:00:00,77563.233,0.0,1270706.6201,55118.4198,64439.074,145362.073,3004670.2768,89122.8911,117748.7183
2016-03-24 19:00:00,81407.6798,0.0,1248207.2663,61359.103,87822.7402,150070.5517,3042571.0977,99614.8329,130340.0742
2016-03-24 20:00:00,57237.9093,0.0,1297438.9155,58355.2425,59438.4915,94790.0929,3075359.295,115938.8876,116030.0913
2016-03-24 21:00:00,81110.9454,0.0,1352218.2815,62166.3377,103811.3459,98161.6697,3290715.7788,125961.9158,141108.2061
2016-03-24 22:00:00,77107.1852,0.0,1307353.6833,55112.4705,77807.5077,158400.4208,3084586.9286,108846.5694,116778.5067
2016-03-24 23:00:00,80114.2109,0.0,1268945.3513,46166.7713,85907.7557,105526.9542,3021759.8329,97563.3359,133822.9592
2016-03-25 00:00:00,72373.5025,0.0,1045507.9037,39456.266,51821.078,106921.8549,2965479.6504,121858.9218,127518.5624
2016-03-25 01:00:00,68770.1066,0.0,920973.6246,43333.1264,47387.3534,92330.9342,2848822.9733,99233.8406,110772.9544
2016-03-25 02:00:00,76854.3822,0.0,881481.223,38477.4674,59510.6749,89048.5683,2553775.7662,91936.3727,79600.8092
2016-03-25 03:00:00,76969.1195,0.0,742759.8165,39238.8366,63480.8784,115128.136,2292692.2936,90998.5455,86477.4857
2016-03-25 04:00:00,78562.6931,0.0,639288.5209,38615.8556,41509.9317,88405.805,2176119.7279,80711.7534,78036.6013
2016-03-25 05:00:00,79563.9994,0.0,621930.16,40539.6615,39741.3068,89185.3445,2203628.1925,91789.8372,96540.694
2016-03-25 06:00:00,80164.2089,0.0,926521.0777,42298.2048,52821.6517,93697.3484,2893298.5197,93753.4129,104843.0437
2016-03-25 07:00:00,77809.9402,0.0,890394.4792,41333.2978,34384.7016,88605.1812,2988397.8026,96391.0519,114835.3287
2016-03-25 08:00:00,76406.6869,0.0,865864.1728,36787.1218,58011.4409,89756.7744,2989585.0332,87100.7012,112485.632
2016-03-25 09:00:00,83352.7627,0.0,871366.7567,39954.135,47345.1804,92553.9026,3065920.3573,85254.3539,93854.3759
2016-03-25 10:00:00,82864.7995,25614.4054,882466.0588,44743.2961,49893.8138,110582.4582,3173745.2812,69399.2128,96196.3941
2016-03-25 11:00:00,85020.366,48708.4002,1029317.0204,47434.0103,37325.0536,96459.9822,3255027.6439,63567.0999,81078.0922
2016-03-25 12:00:00,86007.605,48415.3292,1047256.3066,52568.4383,55154.4089,93945.814,3310875.2536,78367.1854,89065.4492
2016-03-25 13:00:00,98772.6055,50027.2197,1141183.6865,48198.4567,61060.6395,93161.1457,3280162.2921,107938.0493,83572.3901
2016-03-25 14:00:00,92548.979,40238.6483,1162380.6327,49907.295,70555.4951,90934.7146,3249910.6242,103864.3624,97597.127
2016-03-25 15:00:00,90292.0099,40648.9477,1011517.236,49967.1695,68040.6822,116180.173,2897756.6865,94837.7756,80364.5522
2016-03-25 16:00:00,72206.0124,67347.7158,1078449.846,48240.102,46327.8431,98652.886,3112833.9907,107586.3641,100108.4817
